scenario_id,scenario_path,intersection_layout,time,time_of_day,scenario_id.1,vehicles,conflict,weather,conflict_detect_at,scenario_images_path
2841,frames_dataset/scenarios/4_ways_scenarios/scenario_2841,4 ways,8:19:45,morning,2841,2,yes,,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=10hoeyVNEJfZlZwLaofH7pkAhvP398ysD', 'frame_4.jpg': 'https://drive.google.com/uc?id=10iPp_WNeSfWC4cJ8RQ02S1Gr3e8mNQVz', 'frame_3.jpg': 'https://drive.google.com/uc?id=10jmVtaNVUF2snvP-eGqIFhMEsmGl3hXf', 'frame_2.jpg': 'https://drive.google.com/uc?id=10jwNAdN6WfYfaAJ-GB8m5XsHhbGcyCj2', 'frame_1.jpg': 'https://drive.google.com/uc?id=10ltXafsPw7abJ_-dgrrhCQCUsMiGaFo3'}"
4059,frames_dataset/scenarios/4_ways_scenarios/scenario_4059,4 ways,16:18:39,afternoon,4059,3,yes,cloudy,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1mNhmPt0oB4H5eYpUTFs00HOLjvtiTNu_', 'frame_4.jpg': 'https://drive.google.com/uc?id=1mPQOL2y5MeV4EALOqRV-IaxDuSA5jv2C', 'frame_3.jpg': 'https://drive.google.com/uc?id=1mQqVwvTfaq2ab_pdjbMF4S4RAdj4MSuj', 'frame_2.jpg': 'https://drive.google.com/uc?id=1mR65tPmFjuAlDs7kmskMTOBDUnphR4-O', 'frame_1.jpg': 'https://drive.google.com/uc?id=1mTxnkkNVijeySAAAGlHFBiRW4bc5s_vo'}"
3191,frames_dataset/scenarios/4_ways_scenarios/scenario_3191,4 ways,14:06:31,afternoon,3191,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=14WCjwgThons8gZQdA9_osAvTFg_Yui6i', 'frame_4.jpg': 'https://drive.google.com/uc?id=14X6D1VZPt-Zuu75yV__8iDdolxVTNj6C', 'frame_3.jpg': 'https://drive.google.com/uc?id=14Y5ljFImYCUqIbrWhPVOUNmXEtyHViEo', 'frame_2.jpg': 'https://drive.google.com/uc?id=14Z7W1vsLUKXMgvIy7SaJGuqhwQ5J5FTd', 'frame_1.jpg': 'https://drive.google.com/uc?id=14babK2TzdSCGgAOtAlYuX6nz03acKL-K'}"
6153,frames_dataset/scenarios/4_ways_scenarios/scenario_6153,4 ways,16:18:54,afternoon,6153,3,no,cloudy,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1cHPxekhGeyrn2D_64jKk9g5eVNMq2Yon', 'frame_4.jpg': 'https://drive.google.com/uc?id=1cJGykRfkzLFOPMOZn0BWrysYCTFvVG56', 'frame_3.jpg': 'https://drive.google.com/uc?id=1cLiJRUwZqt-tX0vzFEq8fypNBMPcO4lh', 'frame_2.jpg': 'https://drive.google.com/uc?id=1cM7IzLEhNHcUfoSuuKJwV4bQ7C0g_4N-', 'frame_1.jpg': 'https://drive.google.com/uc?id=1cN0zBJa-tmmXV3V6xIZ9ABstkxpCsRPz'}"
4384,frames_dataset/scenarios/4_ways_scenarios/scenario_4384,4 ways,10:41:48,morning,4384,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1PP4pGTVLWWeITmldq06jy_O8pbZl5B4v', 'frame_4.jpg': 'https://drive.google.com/uc?id=1PQjVZBP0RxMcDvF4HTN_bCRNYNIGi0mF', 'frame_3.jpg': 'https://drive.google.com/uc?id=1PUtKWC00OvRxrImD7icXv66GB5bU6HN6', 'frame_2.jpg': 'https://drive.google.com/uc?id=1PWUOj_tqtwImMIfyPTrMrI2ohq6eqUme', 'frame_1.jpg': 'https://drive.google.com/uc?id=1PWbBVJZ-v9t3MJecta1qNO6uJ7PXfZBV'}"
2808,frames_dataset/scenarios/4_ways_scenarios/scenario_2808,4 ways,7:53:59,morning,2808,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1qSJ7jw1yHFIKs5Ajl4pWcShkztzat1yd', 'frame_4.jpg': 'https://drive.google.com/uc?id=1qUP3iZtxIAhR4U60Q_csMGblxpDQ36ot', 'frame_3.jpg': 'https://drive.google.com/uc?id=1qWmpPxcgatLyU907sHFjtRHeM2usA5qq', 'frame_2.jpg': 'https://drive.google.com/uc?id=1qdEiObdcG3fWW8BSNAA62huW_51wngNj', 'frame_1.jpg': 'https://drive.google.com/uc?id=1qegf44VnENW5dyBg4E-gq6SMwryEutTv'}"
4043,frames_dataset/scenarios/4_ways_scenarios/scenario_4043,4 ways,16:18:39,afternoon,4043,2,yes,cloudy,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1l5JGXE4Bl2bt4HhbF_KwkYxPfcUgnco9', 'frame_4.jpg': 'https://drive.google.com/uc?id=1l5qyhzB026qwmc2FjwsQCmb_ePo2rYfj', 'frame_3.jpg': 'https://drive.google.com/uc?id=1l6-JnFalUVi65mFEfOte6Ip9RoRi-c4R', 'frame_2.jpg': 'https://drive.google.com/uc?id=1l6HSKOvnZBpN5rg7sNd0SNkEIexV7HeT', 'frame_1.jpg': 'https://drive.google.com/uc?id=1l6ONlUnfBZ_rSi04bIshiU6r4FFp15xh'}"
4098,frames_dataset/scenarios/4_ways_scenarios/scenario_4098,4 ways,16:18:39,afternoon,4098,3,yes,cloudy,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1r-VPY3uS8DA2bG7wbUh-hXnS6z5OHZp3', 'frame_4.jpg': 'https://drive.google.com/uc?id=1r07ldbOIFcp-FMuUcRb5V1N8xdTJr0Kq', 'frame_3.jpg': 'https://drive.google.com/uc?id=1r11tJ7dbNyJ2padDs8W1e6YYFYfeMvuo', 'frame_2.jpg': 'https://drive.google.com/uc?id=1r2ROcMDE6v7Cyo0f9mOOuP34Ld_Z2XNm', 'frame_1.jpg': 'https://drive.google.com/uc?id=1r50A2AEtgp-PmU08E-y1TAKlceHlBPSe'}"
2723,frames_dataset/scenarios/4_ways_scenarios/scenario_2723,4 ways,7:31:03,morning,2723,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1OzfWICfFmVf285_Rk6TfDr8vxXIZcflV', 'frame_4.jpg': 'https://drive.google.com/uc?id=1P0JbImulFYm108xM0WCCzvgKL6whI6zb', 'frame_3.jpg': 'https://drive.google.com/uc?id=1P7eBY_B8WUq2eL-u1Sqgupathzi9ZTCW', 'frame_2.jpg': 'https://drive.google.com/uc?id=1P9k8gvIKWgnVl3hccmPWhsL2igMg0ZOn', 'frame_1.jpg': 'https://drive.google.com/uc?id=1PByXUkCBIVUhdP8lQ96qlch_vbauG3Ux'}"
4222,frames_dataset/scenarios/4_ways_scenarios/scenario_4222,4 ways,10:00:06,morning,4222,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=14eqwtW-QAth4J22vCmz_qVtaKRORiqWP', 'frame_4.jpg': 'https://drive.google.com/uc?id=14f0bdsCgtS-fR_2rzzAEDlAYU0VbgLqx', 'frame_3.jpg': 'https://drive.google.com/uc?id=14fKqHNMxe-kGI0ecqnqQP8B3X8TC-5_W', 'frame_2.jpg': 'https://drive.google.com/uc?id=14gGWhnnA4AqzDr7XEu4PZYW4I8-QH-w5', 'frame_1.jpg': 'https://drive.google.com/uc?id=14jdTm3HQKaxKAMm8mpefEmF7yxqPVoGz'}"
4259,frames_dataset/scenarios/4_ways_scenarios/scenario_4259,4 ways,10:20:46,morning,4259,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Apf_w8cs3Mi2jV_S7PQOHVyDOp9YQ6ul', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Apugx_4qYkBsaPNt6atq5tnWOB8K7F8-', 'frame_3.jpg': 'https://drive.google.com/uc?id=1ArNGxui7DqOusXWcYaaYRqdPti2_fxGh', 'frame_2.jpg': 'https://drive.google.com/uc?id=1AspZtmMchxg-H_RMQZaSrRBTpMtp9moE', 'frame_1.jpg': 'https://drive.google.com/uc?id=1AszEiwXmIsOFNV-M6uwKLjdXB8m9G69I'}"
3430,frames_dataset/scenarios/4_ways_scenarios/scenario_3430,4 ways,10:47:12,morning,3430,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1np_YMex9PIi5GonqytnlmSJrfXV-MmQx', 'frame_4.jpg': 'https://drive.google.com/uc?id=1nq8g_1dUiP0I1u-MjSN-t9WvWzXgiXaP', 'frame_3.jpg': 'https://drive.google.com/uc?id=1nsOrzeJPfKx85-PgzXDnOd3zlWbPeuDL', 'frame_2.jpg': 'https://drive.google.com/uc?id=1nyQlYJfB5DV_4Z2VmNvvtipsaPSHh3Nz', 'frame_1.jpg': 'https://drive.google.com/uc?id=1nzHScSvN11gtVA0AcazeHWmEDIBDGjaF'}"
4303,frames_dataset/scenarios/4_ways_scenarios/scenario_4303,4 ways,10:20:46,morning,4303,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1FhcmangHT_th23eqddV4wH_GilkFjuLC', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Fho9rFlxtIWCExiw591dSFHzLdh-Flm9', 'frame_3.jpg': 'https://drive.google.com/uc?id=1FiNGNGxjHtBujRB2MugXLCFBOVvvmV5F', 'frame_2.jpg': 'https://drive.google.com/uc?id=1FjBgZ0ZNtV_YzifT3nLVoLnFGc9b6Ps8', 'frame_1.jpg': 'https://drive.google.com/uc?id=1FjERbyzTeyfKB9L3n51PL_sefZBGeKIC'}"
2894,frames_dataset/scenarios/4_ways_scenarios/scenario_2894,4 ways,8:19:45,morning,2894,4,yes,sunny,"south, west","{'frame_5.jpg': 'https://drive.google.com/uc?id=1ARvjaBLs4Jze0qHOZ0-8sZKETJ0145I6', 'frame_4.jpg': 'https://drive.google.com/uc?id=1ASaSsSo1UbRrWtplVYgle1_YvmIRdCw0', 'frame_3.jpg': 'https://drive.google.com/uc?id=1AX0XusjiUbbqHCnvtxvsBLHWdqD9GQO6', 'frame_2.jpg': 'https://drive.google.com/uc?id=1AXAwCt5pHEN6Zrv8u1ecq66J-2HyVCni', 'frame_1.jpg': 'https://drive.google.com/uc?id=1A_7HAWOmGoQ9tF8R8o6hqhsXYp0w15hb'}"
4020,frames_dataset/scenarios/4_ways_scenarios/scenario_4020,4 ways,15:54:07,afternoon,4020,3,yes,cloudy,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1gdaiXOPT2CMxFIYSXR149DXejBiwgVRx', 'frame_4.jpg': 'https://drive.google.com/uc?id=1ge10WnyF6w6HOF9NmhYRqw4JIKCaBWgp', 'frame_3.jpg': 'https://drive.google.com/uc?id=1ge19ZnQQetKWK33CxISQB7s9xKjif4In', 'frame_2.jpg': 'https://drive.google.com/uc?id=1gfsZlAtw7hq6ybPSsLQUF_dZ4CrKNiGl', 'frame_1.jpg': 'https://drive.google.com/uc?id=1gif63cUGhM8D_tY4uzUYSos_QdrIPB76'}"
2886,frames_dataset/scenarios/4_ways_scenarios/scenario_2886,4 ways,8:19:45,morning,2886,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=198QFtwAWae5Blknpz0XZdQqYZMdhp3g0', 'frame_4.jpg': 'https://drive.google.com/uc?id=19B_D-s6SoNsknsI9jXCthI9oh1JnVW-j', 'frame_3.jpg': 'https://drive.google.com/uc?id=19G8qds95GfBJpv6kenwdOfMDlrWl91v9', 'frame_2.jpg': 'https://drive.google.com/uc?id=19I7JBC9ynvAEbgq6CFZTpLS_MbqQF8MB', 'frame_1.jpg': 'https://drive.google.com/uc?id=19KkhvDc5uFnGWI-HaR0dMr85GOmOHdFL'}"
2749,frames_dataset/scenarios/4_ways_scenarios/scenario_2749,4 ways,7:53:59,morning,2749,2,yes,sunny,west,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Z0kC67mW42lCCDfV_ZyidMzuGT0o6frl', 'frame_4.jpg': 'https://drive.google.com/uc?id=1Z6ik-SYaj79xNZK7BR6mxcKjpuTbO3GY', 'frame_3.jpg': 'https://drive.google.com/uc?id=1Z7AOecMGoLvt8XKgH7uosVxTBHE__Bky', 'frame_2.jpg': 'https://drive.google.com/uc?id=1Z9qYs5HZp7VtPOaog5lfzzUJ9AJI5JHa', 'frame_1.jpg': 'https://drive.google.com/uc?id=1ZAp_OUBh-7pMTabnmVjY4bHh9BjkojUW'}"
3770,frames_dataset/scenarios/4_ways_scenarios/scenario_3770,4 ways,16:19:06,afternoon,3770,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1DCX9f-XxqjVcoZcYkBxWGpVWDP4k5mIF', 'frame_4.jpg': 'https://drive.google.com/uc?id=1DCkzuTBTq-HFTKW9YRaugwoVH6YnUeby', 'frame_3.jpg': 'https://drive.google.com/uc?id=1DCrJ5CDL1UXKI8AxsI6Mj_S9KZFSBEnM', 'frame_2.jpg': 'https://drive.google.com/uc?id=1DCwpcRSsMyKWnPlWNjV-OItFYZ5TAh_1', 'frame_1.jpg': 'https://drive.google.com/uc?id=1DE2QtugQoAC3-Jx-_v4IuOwnXJ7r1MnO'}"
6028,frames_dataset/scenarios/4_ways_scenarios/scenario_6028,4 ways,15:31:01,afternoon,6028,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1NTkrSPtsCTlYxEl7B3SJtRAAf5b-4C1M', 'frame_4.jpg': 'https://drive.google.com/uc?id=1NUFrmPJY8L1ePJm_KBbaR1XS0t7sfAFw', 'frame_3.jpg': 'https://drive.google.com/uc?id=1NUjwreU4eRh_STzGM3g5psqY5E4oce0c', 'frame_2.jpg': 'https://drive.google.com/uc?id=1NVMP6MEwLI8mO7ZUyqaSPFyFAUpqnCJ4', 'frame_1.jpg': 'https://drive.google.com/uc?id=1NVxFpzCPcFGKeCh20ApNHRhPgQK4CjUx'}"
2983,frames_dataset/scenarios/4_ways_scenarios/scenario_2983,4 ways,13:00:06,afternoon,2983,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1SQgLL0SXawrOyY2R_xFs2AaxGKkbojCh', 'frame_4.jpg': 'https://drive.google.com/uc?id=1SQq5gFdA4hb_jCSiPrcnVh6kC5s1ehRq', 'frame_3.jpg': 'https://drive.google.com/uc?id=1SQvFzUrz98Y-RvLExN7kukkooCJRfg6d', 'frame_2.jpg': 'https://drive.google.com/uc?id=1SRPY7Bmh8a-zvrF-ObQLn9dMu1FzAzN-', 'frame_1.jpg': 'https://drive.google.com/uc?id=1SRzkkSy0Hy3a2sUs767SAjTJdRX3w0ud'}"
6089,frames_dataset/scenarios/4_ways_scenarios/scenario_6089,4 ways,15:54:10,afternoon,6089,2,yes,cloudy,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Upf6FeXBxyMF86NvRqUxQp0zZ0GdkV5s', 'frame_4.jpg': 'https://drive.google.com/uc?id=1UsmiWwoyvuhL20Ljkm1t7pMQlNVn1Okn', 'frame_3.jpg': 'https://drive.google.com/uc?id=1UtMgqFnuOjTIr1KsAbqst8CYR0Vfq6ed', 'frame_2.jpg': 'https://drive.google.com/uc?id=1Uu0FkH-g4HIufs8rhzxZc5-TIZBJmi7K', 'frame_1.jpg': 'https://drive.google.com/uc?id=1Uv4fsiR8iGZOqTcNLMac4Wi2WhIwHW9r'}"
3519,frames_dataset/scenarios/4_ways_scenarios/scenario_3519,4 ways,11:11:16,morning,3519,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=12IF6-_NbG-djh7PTFL4mbbqiSzA_GVI4', 'frame_4.jpg': 'https://drive.google.com/uc?id=12MM8kdTIYU29cc__PXpAkvufQ6uFcKLj', 'frame_3.jpg': 'https://drive.google.com/uc?id=12Ox6fEkcNadrTErllbtMcu98MO8hTYW3', 'frame_2.jpg': 'https://drive.google.com/uc?id=12iAg-EgwMyI0UmOipX24NvgGRaOSbMmF', 'frame_1.jpg': 'https://drive.google.com/uc?id=12kGkT2iG2Mb8Vjx1PyxcJ2bKA8-U365f'}"
4372,frames_dataset/scenarios/4_ways_scenarios/scenario_4372,4 ways,10:41:48,morning,4372,5,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1OQ0J28B65UDQb7RXQ-wPbHk9Qtjss5tO', 'frame_4.jpg': 'https://drive.google.com/uc?id=1OQ87nqYxesLAl7VweP5-xQd-vhgj7FsC', 'frame_3.jpg': 'https://drive.google.com/uc?id=1OQFgm7wWUmTaFAXOiJAEAj4oBpC3B5Wa', 'frame_2.jpg': 'https://drive.google.com/uc?id=1OQfgdfS8DuPrrcKf_BauYM83oklEl2cR', 'frame_1.jpg': 'https://drive.google.com/uc?id=1ORNj8RWu-cZvsHaz9-7zK3jrIO6ZmUZP'}"
2852,frames_dataset/scenarios/4_ways_scenarios/scenario_2852,4 ways,8:19:45,morning,2852,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=13vNgrjpOXNNJDiBZP58IiJY88pk1MAkT', 'frame_4.jpg': 'https://drive.google.com/uc?id=13y3G_oLGW38cANscGlrELSBia_T2rzR8', 'frame_3.jpg': 'https://drive.google.com/uc?id=14-Z9dGtJKCSmmGuLOeEGAT_6NHETBxPf', 'frame_2.jpg': 'https://drive.google.com/uc?id=141Ci185pfiti2q_9P275UWoxY4B7aOQA', 'frame_1.jpg': 'https://drive.google.com/uc?id=143YLQvOH_ZczgGk1oO3fMai6Zb_VPAzH'}"
6169,frames_dataset/scenarios/4_ways_scenarios/scenario_6169,4 ways,16:25:47,afternoon,6169,3,yes,cloudy,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1d2ClBeGhOemU2ZtjjWknaAP9esAevmLQ', 'frame_4.jpg': 'https://drive.google.com/uc?id=1d75XnNhfIqJLqxKbRuZ-vjzvUG1cQUSR', 'frame_3.jpg': 'https://drive.google.com/uc?id=1d7zrx8y533ZhKD-NfcstOxnv19ABPu95', 'frame_2.jpg': 'https://drive.google.com/uc?id=1d8cv1OgLURvESbtPzz3nUO_j_eORBXBC', 'frame_1.jpg': 'https://drive.google.com/uc?id=1d8xBPCOiy5QAqs3jhAqfkNAimosrHlb1'}"
3499,frames_dataset/scenarios/4_ways_scenarios/scenario_3499,4 ways,10:47:12,morning,3499,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1yN4RF7Bub9nuklz0n_VfV9ZKROUSVuja', 'frame_4.jpg': 'https://drive.google.com/uc?id=1yQpK4hxl6xkV7Zqh5bCIgQ7YqFNZZu5e', 'frame_3.jpg': 'https://drive.google.com/uc?id=1yUH7zzD83CGfYlQy2BTcD1CQgrxynTyb', 'frame_2.jpg': 'https://drive.google.com/uc?id=1yX3d00kPh3LMq7L2fvrkMptsQRzgfYZR', 'frame_1.jpg': 'https://drive.google.com/uc?id=1yZQHnWEte25nAA4MoNWVpEMklBMtVOJH'}"
2836,frames_dataset/scenarios/4_ways_scenarios/scenario_2836,4 ways,8:19:45,morning,2836,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1-CpYeJvZmgNk0FKCnrVeVz2tTFV_mcAw', 'frame_4.jpg': 'https://drive.google.com/uc?id=1-FQDCmarLQDc0siJ53CusvcvDawrmFxr', 'frame_3.jpg': 'https://drive.google.com/uc?id=1-GzFfUoK1Oeen_gk3h0cnvRApkJpEEZX', 'frame_2.jpg': 'https://drive.google.com/uc?id=1-HEPaTMJg4MNCP38WNfgG_lyiSqfnfBV', 'frame_1.jpg': 'https://drive.google.com/uc?id=1-LsRh3t95cnZ5ONH2qfVclUBdK0s-JSV'}"
6074,frames_dataset/scenarios/4_ways_scenarios/scenario_6074,4 ways,15:54:10,afternoon,6074,5,yes,cloudy,"north,south","{'frame_5.jpg': 'https://drive.google.com/uc?id=1RQpO6Vsp-N5-dc-M-543bfjgCdTab_wR', 'frame_4.jpg': 'https://drive.google.com/uc?id=1RRFHsv3-tIH_9A8HozHi_zqFln2Qr1b8', 'frame_3.jpg': 'https://drive.google.com/uc?id=1RRkEOyVqTgERZNa90rOShGdLzI7haImt', 'frame_2.jpg': 'https://drive.google.com/uc?id=1RSpYRdsgvCUpAA_fCdyoCiv49f9zHkOo', 'frame_1.jpg': 'https://drive.google.com/uc?id=1RUugd-Sq7uc85fSYKpNQ6hNvR4tB4_Fw'}"
2748,frames_dataset/scenarios/4_ways_scenarios/scenario_2748,4 ways,7:53:59,morning,2748,3,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1ZDC01lm65qn9N9nnDNAhoPUCbduenF7D', 'frame_4.jpg': 'https://drive.google.com/uc?id=1ZFF9CSdYt-r7It1vFYKyee070bbGh7iW', 'frame_3.jpg': 'https://drive.google.com/uc?id=1ZMUSYABQbeZBprju2FgU5_6m2sCrcygb', 'frame_2.jpg': 'https://drive.google.com/uc?id=1ZRpb-2_NTcCfmdxt0pgKeZVkxa9cZkpN', 'frame_1.jpg': 'https://drive.google.com/uc?id=1ZUf9ReDuMtPR8TzsSnAQhGE_tokTyaQ2'}"
2966,frames_dataset/scenarios/4_ways_scenarios/scenario_2966,4 ways,13:00:06,afternoon,2966,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1OfnKk04li_xcMyRlu-zSz4Jcc9n0xB4d', 'frame_4.jpg': 'https://drive.google.com/uc?id=1OittijO8361kc2IXEhsJZOMMWXfSEEUE', 'frame_3.jpg': 'https://drive.google.com/uc?id=1OkYH8_8WQqhKLarzoD_3JbhTBcmw3Nul', 'frame_2.jpg': 'https://drive.google.com/uc?id=1OmMjUa-sBjbNJOYEFhSJvLTzF-nM2x1n', 'frame_1.jpg': 'https://drive.google.com/uc?id=1Onsr8w3oQvrm6KSOKgADoTlAsgFb7cin'}"
2810,frames_dataset/scenarios/4_ways_scenarios/scenario_2810,4 ways,7:53:59,morning,2810,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1s9Ag3ZD3mSGP08pQSzbSlURkKwmmNqK-', 'frame_4.jpg': 'https://drive.google.com/uc?id=1s9fRKr7-PrqEqO2URDitGBBtajapb2ei', 'frame_3.jpg': 'https://drive.google.com/uc?id=1sQsf7f_PVrQtChS4UqcMVCuL6j8wwRQE', 'frame_2.jpg': 'https://drive.google.com/uc?id=1sWNRQz9Kgva_bQRJ9C65I1XHwb6R-sDR', 'frame_1.jpg': 'https://drive.google.com/uc?id=1s_NPagbbqkGIR6YxSaIWpRPP2a74ZORp'}"
4093,frames_dataset/scenarios/4_ways_scenarios/scenario_4093,4 ways,16:18:39,afternoon,4093,4,yes,cloudy,south,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1qv8wgCvJAvi7srbB-c4tfRXVthmjGivC', 'frame_4.jpg': 'https://drive.google.com/uc?id=1qvsAlYWbag09SOrRY0y8Gz8Gt-BRKtEm', 'frame_3.jpg': 'https://drive.google.com/uc?id=1qx3fMfHQSEBvloFBycQaG1jfL_X3vIDC', 'frame_2.jpg': 'https://drive.google.com/uc?id=1qxa13GJUoU-Leew0E4LrWmOJCP4OCBcW', 'frame_1.jpg': 'https://drive.google.com/uc?id=1r-Ng5gi68p1sxakbutC3NgUF3mUVL57H'}"
6115,frames_dataset/scenarios/4_ways_scenarios/scenario_6115,4 ways,15:54:10,afternoon,6115,2,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1WWTNYIeAztQ7PRcUeRhprGlyAdNIZQQr', 'frame_4.jpg': 'https://drive.google.com/uc?id=1WWsFxx9iLp-cdvPK4EXgggXjT61ljPpA', 'frame_3.jpg': 'https://drive.google.com/uc?id=1WYRj_7ppIrZuPlqTzgA1bJ0vui8EMlU4', 'frame_2.jpg': 'https://drive.google.com/uc?id=1WYzykvGhHLs9x2unABvbzaTuFol1wqKv', 'frame_1.jpg': 'https://drive.google.com/uc?id=1Wb6CKACa1AKMw7vruHMBzNd9hCmwfQ96'}"
3138,frames_dataset/scenarios/4_ways_scenarios/scenario_3138,4 ways,13:43:01,afternoon,3138,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1wTr4Gxvq3ii376QKy2uZhTUAsBS2ExAH', 'frame_4.jpg': 'https://drive.google.com/uc?id=1waGIKlO5TxRP9ulPcIxAb78qjnq5Prw5', 'frame_3.jpg': 'https://drive.google.com/uc?id=1waO7IrzK3KeoM6_9Fmi7-DJmrIy7KsGu', 'frame_2.jpg': 'https://drive.google.com/uc?id=1wjHebUss3hbcjGBY7hF70gcRYFCtUzY5', 'frame_1.jpg': 'https://drive.google.com/uc?id=1woX1Cq0gCxIKjkEHSCGqzD51RB4yeJbN'}"
3722,frames_dataset/scenarios/4_ways_scenarios/scenario_3722,4 ways,15:53:50,afternoon,3722,3,yes,sunny,north,"{'frame_5.jpg': 'https://drive.google.com/uc?id=16T2iKNVw8Zi7uYsax5wqppCEAndCEhNd', 'frame_4.jpg': 'https://drive.google.com/uc?id=16U3lSdhkZhW3NsyFBnmXXUK5zgdBxXk2', 'frame_3.jpg': 'https://drive.google.com/uc?id=16UuYw7LBrLlMr5JD2HeSi15kboqqmZJL', 'frame_2.jpg': 'https://drive.google.com/uc?id=16YlugoJIQEOYU3bcNUz93kbIj-FKKzlN', 'frame_1.jpg': 'https://drive.google.com/uc?id=16YtcK-aDZdCni-xIYq7BHaOOgdOa-HPr'}"
4349,frames_dataset/scenarios/4_ways_scenarios/scenario_4349,4 ways,10:41:48,morning,4349,4,yes,sunny,"north,west","{'frame_5.jpg': 'https://drive.google.com/uc?id=1LlnjYWBzKS7XmvcKbD-h2ICE7WlT5f6j', 'frame_4.jpg': 'https://drive.google.com/uc?id=1LqgbXVSm163tAFpt2zam_c4Kqmxw1-DA', 'frame_3.jpg': 'https://drive.google.com/uc?id=1LsNG16cISOVqxeaOqKTBDTMtWIT4W-UR', 'frame_2.jpg': 'https://drive.google.com/uc?id=1LwD-gnBN0ovAAmT0QDCdnSxLx1t7bN3x', 'frame_1.jpg': 'https://drive.google.com/uc?id=1LwPVIvmUNpm_NHP6IVXtQMyyXzOLUMTY'}"
2952,frames_dataset/scenarios/4_ways_scenarios/scenario_2952,4 ways,8:43:49,morning,2952,1,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1M1Jbjv6khpNXQx3OZFfPGkWVe_E_l1F-', 'frame_4.jpg': 'https://drive.google.com/uc?id=1M54Izi5w3afI59jC0VIMTCj3oAtE1Yka', 'frame_3.jpg': 'https://drive.google.com/uc?id=1M57infKgJLYIt3CjVwI7LXFcxa5p2eIA', 'frame_2.jpg': 'https://drive.google.com/uc?id=1MAORk01pXJ3-N3gHgvGYyG8-4xE7CZfe', 'frame_1.jpg': 'https://drive.google.com/uc?id=1MBwt6Q_sWHlDNI4IS3L2DfGbIxpEkhHC'}"
4390,frames_dataset/scenarios/4_ways_scenarios/scenario_4390,4 ways,10:41:48,morning,4390,2,no,sunny,,"{'frame_5.jpg': 'https://drive.google.com/uc?id=1Q9fRSC4blsiyr2boeX-KEOGczYPYwmep', 'frame_4.jpg': 'https://drive.google.com/uc?id=1QBBp7AELU3CrqMspe5whDu7_N896qYP4', 'frame_3.jpg': 'https://drive.google.com/uc?id=1QD2D2tK3E5TyXfccpUuB6dodUdvxs6Qd', 'frame_2.jpg': 'https://drive.google.com/uc?id=1QDfzfQH0ulz37g299iQjVHmnLRYLEjIV', 'frame_1.jpg': 'https://drive.google.com/uc?id=1QE-3FQGAp4h_HzkWIO98CXbA_b4ZtuOt'}"
